,price,Address,bedroom,bathroom,size_sqf,types,city,province,Latitude,Longitude
848,887,Edmonton,1,1,644,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
849,1143,Edmonton,3,1,900,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
850,669,Edmonton,0,1,311,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
851,941,Edmonton,0,1,348,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
852,1001,Edmonton,1,1,627,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
853,1061,Edmonton,2,1,810,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
854,1104,Edmonton,1,1,734,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
855,1361,Edmonton,2,1,814,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
856,926,Edmonton,1,1,787,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
857,1100,Edmonton,2,1,960,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
858,941,Edmonton,1,1,694,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
859,977,Edmonton,2,1,824,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
860,1042,Edmonton,2,1,800,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
861,1119,Edmonton,1,1,614,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
862,1419,Edmonton,1,1,600,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
863,1317,Edmonton,3,2,1400,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
864,1299,Edmonton,2,2,1000,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
865,1277,Edmonton,2,2,1000,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
866,1227,Edmonton,3,2,1100,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
867,1524,Edmonton,2,1,1067,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
868,1699,Edmonton,2,1,1142,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
869,1157,Edmonton,3,1,1180,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
870,1036,Edmonton,1,1,780,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
871,1257,Edmonton,1,1,780,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
872,907,Edmonton,1,1,795,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
873,1199,Edmonton,3,2,1500,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
874,1014,Edmonton,2,2,1000,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
875,1479,Edmonton,3,1,1040,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
876,976,Edmonton,1,1,572,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
877,787,Edmonton,1,1,450,Multifamily,Edmonton,Alberta,53.5461245,-113.4938229
878,1149,Edmonton,2,1,771,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
879,1409,Edmonton,2,1,894,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
880,906,Edmonton,0,1,540,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
881,1067,Edmonton,2,1,958,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
882,1219,Edmonton,2,1,969,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
883,896,Edmonton,2,1,738,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
884,914,Edmonton,2,1,772,Multifamily,Edmonton,Alberta,53.5461245,-113.4938229
885,1087,Edmonton,2,1,737,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
886,1187,Edmonton,3,2,1117,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
887,1247,Edmonton,2,1,1164,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
888,1129,Edmonton,1,1,600,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
889,1089,Edmonton,2,1,829,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
890,887,Edmonton,1,1,734,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
891,1359,Edmonton,2,2,1320,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
892,1271,Edmonton,3,1,1107,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
893,857,Edmonton,1,1,636,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
894,1137,Edmonton,2,2,1110,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
895,937,Edmonton,2,1,838,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
896,1387,Edmonton,3,2,1812,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
897,1361,Edmonton,2,1,1125,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
898,1267,Edmonton,3,2,1100,Townhouse,Edmonton,Alberta,53.5461245,-113.4938229
899,877,Edmonton,1,1,510,Apt/Condo,Edmonton,Alberta,53.5461245,-113.4938229
900,1369,Fort Mcmurray,2,1,792,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
901,1249,Fort Mcmurray,2,1,850,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
902,1316,Fort Mcmurray,1,1,697,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
903,1236,Fort Mcmurray,2,1,850,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
904,1316,Fort Mcmurray,1,1,650,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
905,1449,Fort Mcmurray,1,1,608,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
906,1739,Fort Mcmurray,3,1,980,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
907,1226,Fort Mcmurray,2,1,820,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
908,1296,Fort Mcmurray,2,1,850,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
909,1263,Fort Mcmurray,2,1,925,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
910,1139,Fort Mcmurray,2,1,750,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
911,1326,Fort Mcmurray,2,1,850,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
912,2245,Fort Mcmurray,3,3,1260,Townhouse,For_Mcmurray,Alberta,56.7266598,-111.3790441
913,850,Fort Mcmurray,1,1,667,Apt/Condo,For_Mcmurray,Alberta,56.7266598,-111.3790441
914,899,Grande Prairie,0,1,490,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
915,1050,Grande Prairie,2,1,1035,Duplex,Grande_prairie,Alberta,55.17071259999999,-118.7884464
916,1045,Grande Prairie,2,1,883,Duplex,Grande_prairie,Alberta,55.17071259999999,-118.7884464
917,1095,Grande Prairie,2,2,1008,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
918,995,Grande Prairie,1,1,708,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
919,910,Grande Prairie,1,1,701,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
920,869,Grande Prairie,0,1,450,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
921,1199,Grande Prairie,2,1,925,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
922,1095,Grande Prairie,2,2,1003,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
923,995,Grande Prairie,1,1,708,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
924,1800,Grande Prairie,3,3,1438,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
925,1395,Grande Prairie,3,2,1081,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
926,756,Grande Prairie,0,1,450,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
927,1045,Grande Prairie,2,1,883,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
928,1150,Grande Prairie,2,1,745,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
929,945,Grande Prairie,2,1,990,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
930,959,Grande Prairie,2,1,950,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
931,1295,Grande Prairie,4,2,912,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
932,995,Grande Prairie,2,2,1130,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
933,1115,Grande Prairie,2,1,870,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
934,949,Grande Prairie,1,1,570,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
935,1300,Grande Prairie,4,2,1225,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
936,1195,Grande Prairie,3,2,640,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
937,1145,Grande Prairie,3,2,662,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
938,1189,Grande Prairie,2,1,950,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
939,979,Grande Prairie,0,1,350,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
940,1495,Grande Prairie,3,2,640,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
941,949,Grande Prairie,1,1,403,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
942,260,Grande Prairie,0,1,125,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
943,1000,Grande Prairie,2,1,920,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
944,950,Grande Prairie,2,1,700,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
945,1327,Grande Prairie,2,2,953,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
946,1352,Grande Prairie,2,1,875,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
947,710,Grande Prairie,1,1,612,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
948,685,Grande Prairie,2,1,781,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
949,985,Grande Prairie,2,2,961,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
950,835,Grande Prairie,3,1,963,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
951,1035,Grande Prairie,3,2,950,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
952,1160,Grande Prairie,2,2,1250,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
953,1210,Grande Prairie,2,2,1250,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
954,1035,Grande Prairie,2,1,904,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
955,1119,Grande Prairie,2,1,900,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
956,831,Grande Prairie,1,1,700,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
957,977,Grande Prairie,2,1,1000,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
958,909,Grande Prairie,1,1,403,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
959,769,Grande Prairie,0,1,320,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
960,1011,Grande Prairie,2,1,1100,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
961,951,Grande Prairie,2,1,700,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
962,1095,Grande Prairie,2,2,804,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
963,850,Grande Prairie,0,1,417,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
964,1395,Grande Prairie,3,3,1230,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
965,899,Grande Prairie,1,1,610,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
966,949,Grande Prairie,1,1,675,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
967,1125,Grande Prairie,1,1,709,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
968,1325,Grande Prairie,2,2,975,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
969,1600,Grande Prairie,3,2,642,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
970,1650,Grande Prairie,2,2,1014,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
971,1800,Grande Prairie,4,2,953,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
972,1650,Grande Prairie,4,4,1338,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
973,1775,Grande Prairie,3,3,1486,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
974,1200,Grande Prairie,2,1,800,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
975,1450,Grande Prairie,2,2,1066,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
976,1300,Grande Prairie,2,2,1025,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
977,1595,Grande Prairie,3,1,1400,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
978,1450,Grande Prairie,3,1,1148,Townhouse,Grande_prairie,Alberta,55.17071259999999,-118.7884464
979,1550,Grande Prairie,3,2,1137,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
980,1050,Grande Prairie,1,1,568,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
981,1050,Grande Prairie,1,1,568,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
982,1050,Grande Prairie,1,1,568,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
983,1050,Grande Prairie,1,1,568,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
984,1300,Grande Prairie,3,1,1185,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
985,1000,Grande Prairie,1,1,590,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
986,975,Grande Prairie,2,1,800,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
987,845,Grande Prairie,1,1,650,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
988,875,Grande Prairie,2,1,800,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
989,1100,Grande Prairie,2,1,1000,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
990,1600,Grande Prairie,3,1,1057,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
991,1700,Grande Prairie,2,1,1000,House,Grande_prairie,Alberta,55.17071259999999,-118.7884464
992,1595,Grande Prairie,4,1,776,Duplex,Grande_prairie,Alberta,55.17071259999999,-118.7884464
993,1300,Grande Prairie,2,2,825,Apt/Condo,Grande_prairie,Alberta,55.17071259999999,-118.7884464
994,1495,Grande Prairie,3,1,639,Duplex,Grande_prairie,Alberta,55.17071259999999,-118.7884464
995,2375,North End,3,2,1185,Apt/Condo,Hamilton,Ontario,43.269588,-79.85787499999998
996,1950,Durand,2,1,800,Duplex,Hamilton,Ontario,43.24866710000001,-79.87728340000002
998,2150,Corktown,2,1,725,Apt/Condo,Hamilton,Ontario,43.25,-79.86666699999998
999,1525,Riverdale,0,1,380,Apt/Condo,Hamilton,Ontario,43.2294713,-79.75907389999998
1000,1450,Normanhurst,2,1,600,House,Hamilton,Ontario,43.243114,-79.794628
1001,1395,Bonnington,1,1,650,Apt/Condo,Hamilton,Ontario,43.2358705,-79.881483
1002,1725,Lisgar,2,1,1000,Duplex,Hamilton,Ontario,43.2119557,-79.82827359999997
1003,2650,Eastmount,3,1,1113,Duplex,Hamilton,Ontario,43.236661700000006,-79.8488136
1004,2600,Waterdown,3,2,1200,Townhouse,Hamilton,Ontario,43.3247102,-79.90303709999998
1005,2355,North End,3,2,1110,Apt/Condo,Hamilton,Ontario,43.269588,-79.85787499999998
1006,2600,Waterdown,3,2,1200,Townhouse,Hamilton,Ontario,43.3247102,-79.90303709999998
1007,1375,Ainslie Wood,1,1,655,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1008,1900,Ainslie Wood,3,2,1054,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1009,1200,Beasley,1,1,474,Apt/Condo,Hamilton,Ontario,43.2615329,-79.86048309999998
1010,1099,Beasley,1,1,415,Apt/Condo,Hamilton,Ontario,43.2615329,-79.86048309999998
1011,1875,Beasley,3,1,830,Apt/Condo,Hamilton,Ontario,43.2615329,-79.86048309999998
1012,1625,Beasley,2,1,830,Apt/Condo,Hamilton,Ontario,43.2615329,-79.86048309999998
1013,1299,Beasley,1,1,415,Apt/Condo,Hamilton,Ontario,43.2615329,-79.86048309999998
1014,1595,Stoney Creek,2,1,750,Apt/Condo,Hamilton,Ontario,43.2272182,-79.71955859999998
1015,1349,Ainslie Wood,1,1,534,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1016,2669,Central Hamilton,1,1,898,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1017,3417,Central Hamilton,3,4,1770,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1018,2971,Central Hamilton,2,2,992,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1019,2443,Central Hamilton,1,2,835,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1020,2428,Central Hamilton,1,2,884,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1021,2456,Central Hamilton,1,2,838,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1022,2313,Central Hamilton,1,1,668,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1023,2384,Central Hamilton,1,2,729,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1024,2500,Central Hamilton,1,1,805,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1025,2317,Central Hamilton,1,1,595,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1026,1275,Ainslie Wood,1,1,509,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1027,1250,Ainslie Wood,1,1,505,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1028,1575,Ainslie Wood,2,1,920,Apt/Condo,Hamilton,Ontario,43.2520716,-79.9290642
1029,3390,Ancaster,4,0,1450,House,Hamilton,Ontario,43.2177791,-79.98728349999998
1030,2000,Rural Stoney Creek,2,1,1500,Apt/Condo,Hamilton,Ontario,43.2076094,-79.6518383
1031,2050,Lawfield,2,2,700,House,Hamilton,Ontario,43.21742829999999,-79.84928120000002
1032,3300,Lakeshore,3,4,1500,House,Hamilton,Ontario,43.3604196,-79.80026409999998
1033,2750,Stoney Creek Mountain,3,3,1500,Townhouse,Hamilton,Ontario,43.2272182,-79.71955859999998
1034,2500,Randall,3,1,1259,House,Hamilton,Ontario,43.2070217,-79.8534821
1035,2600,Stoney Creek Mountain,3,3,1100,Townhouse,Hamilton,Ontario,43.2272182,-79.71955859999998
1036,2450,Parkview,3,3,1200,Townhouse,Hamilton,Ontario,43.24942,-79.77278879999999
1037,2350,Inch Park,3,2,1100,House,Hamilton,Ontario,43.236904,-79.866331
1039,2800,Rolston,3,1,1086,House,Hamilton,Ontario,43.2262132,-79.8940806
1040,3200,Meadowlands,3,3,1500,Townhouse,Hamilton,Ontario,43.21763869999999,-79.94514659999999
1041,2200,Greeningdon,3,1,700,House,Hamilton,Ontario,43.22471789999999,-79.87728340000002
1043,2500,Durand,2,3,1200,Townhouse,Hamilton,Ontario,43.24866710000001,-79.87728340000002
1044,1600,Landsdale,1,1,693,Apt/Condo,Hamilton,Ontario,43.2573172,-79.8534821
1045,1800,Stipley,3,1,825,House,Hamilton,Ontario,43.254242,-79.8324755
1046,2000,Stoney Creek,1,1,1100,House,Hamilton,Ontario,43.2272182,-79.71955859999998
1049,2000,Normanhurst,3,1,985,House,Hamilton,Ontario,43.243114,-79.794628
1050,2700,Vincent,4,4,1500,Townhouse,Hamilton,Ontario,43.2119042,-79.78764489999998
1051,2500,Landsdale,3,2,1100,House,Hamilton,Ontario,43.2573172,-79.8534821
1052,2389,Riverdale,3,1,1564,House,Hamilton,Ontario,43.2294713,-79.75907389999998
1053,2000,Hampton Heights,2,1,1000,House,Hamilton,Ontario,43.2222903,-79.8366772
1054,1899,Confederation Park,1,1,600,Apt/Condo,Hamilton,Ontario,43.2529028,-79.7607311
1055,2325,Parkview,3,3,1200,Townhouse,Hamilton,Ontario,43.24942,-79.77278879999999
1056,1999,Confederation Park,3,2,1100,House,Hamilton,Ontario,43.2529028,-79.7607311
1057,1225,Central Hamilton,0,1,600,Apt/Condo,Hamilton,Ontario,43.262532,-79.87168369999998
1058,2200,Centremount,2,1,750,House,Hamilton,Ontario,43.2396623,-79.8702837
1059,1675,Dundas,1,1,800,Apt/Condo,Hamilton,Ontario,43.26650890000001,-79.9568685
1060,2600,Waterdown,3,2,1000,Townhouse,Hamilton,Ontario,43.3247102,-79.90303709999998
1061,2750,Rural Glanbrook,3,3,1500,Townhouse,Hamilton,Ontario,43.1208326,-79.80449569999998
1062,2300,Inch Park,2,1,1200,House,Hamilton,Ontario,43.236904,-79.866331
1063,2500,Confederation Park,2,2,800,Apt/Condo,Hamilton,Ontario,43.2529028,-79.7607311
1064,2950,Confederation Park,2,2,1000,Apt/Condo,Hamilton,Ontario,43.2529028,-79.7607311
1065,1925,Homeside,2,1,926,House,Hamilton,Ontario,43.2421545,-79.804459
1066,1895,Mcquesten,2,1,820,House,Hamilton,Ontario,43.2390689,-79.7834408
1067,2600,Binbrook,3,3,1500,Townhouse,Hamilton,Ontario,43.1208326,-79.80449569999998
1068,3000,North End,3,3,1100,House,Hamilton,Ontario,43.269588,-79.85787499999998
1069,1850,Confederation Park,2,1,700,Apt/Condo,Hamilton,Ontario,43.2529028,-79.7607311
1070,2650,Vincent,4,3,1500,Townhouse,Hamilton,Ontario,43.2119042,-79.78764489999998
1071,1145,Lethbridge,2,1,1163,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1072,1031,Lethbridge,1,1,520,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1073,1051,Lethbridge,2,1,808,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1074,1076,Lethbridge,2,1,735,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1075,1595,Lethbridge,3,1,1015,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1076,1126,Lethbridge,2,1,836,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1077,926,Lethbridge,0,1,600,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1078,2110,Lethbridge,4,1,1126,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1079,926,Lethbridge,1,1,450,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1080,826,Lethbridge,0,1,333,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1081,1050,Lethbridge,2,1,837,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1082,905,Lethbridge,0,1,295,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1083,895,Lethbridge,1,1,677,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1084,985,Lethbridge,2,1,823,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1085,910,Lethbridge,1,1,595,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1086,955,Lethbridge,1,1,601,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1087,1060,Lethbridge,2,1,941,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1088,1025,Lethbridge,2,1,813,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1089,925,Lethbridge,1,1,554,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1090,985,Lethbridge,1,1,586,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1091,1095,Lethbridge,2,1,800,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1092,985,Lethbridge,2,1,830,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1093,735,Lethbridge,1,1,523,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1094,835,Lethbridge,2,1,811,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1095,1105,Lethbridge,2,1,915,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1096,1081,Lethbridge,2,1,898,Apt/Condo,Lethbridge,Alberta,49.6955856,-112.8451364
1097,1150,Lethbridge,3,1,1068,Townhouse,Lethbridge,Alberta,49.6955856,-112.8451364
1098,1000,Lethbridge,2,1,935,Townhouse,Lethbridge,Alberta,49.6955856,-112.8451364
1099,1700,Lethbridge,4,2,950,House,Lethbridge,Alberta,49.6955856,-112.8451364
1100,1895,Sunningdale,1,1,893,Apt/Condo,London,Ontario,43.0324836,-81.30142839999998
1101,2349,Sunningdale,2,2,1401,Apt/Condo,London,Ontario,43.0324836,-81.30142839999998
1102,1400,South London,2,1,732,Apt/Condo,London,Ontario,42.9681738,-81.24912979999998
1103,1865,Central London,2,1,1169,Apt/Condo,London,Ontario,42.9896809,-81.2463763
1104,1600,Central London,1,1,811,Apt/Condo,London,Ontario,42.9896809,-81.2463763
1105,1650,Central London,1,1,858,Apt/Condo,London,Ontario,42.9896809,-81.2463763
1106,1499,Highland,2,1,1006,Apt/Condo,London,Ontario,42.9541123,-81.2546366
1107,1279,London,1,1,698,Apt/Condo,London,Ontario,42.9849233,-81.2452768
1108,2975,Lambeth,4,3,1691,Townhouse,London,Ontario,42.90963,-81.3001869
1109,2450,Lambeth,3,3,1451,Townhouse,London,Ontario,42.90963,-81.3001869
1110,1199,London,1,1,550,Apt/Condo,London,Ontario,42.9849233,-81.2452768
1111,2500,Jackson,4,4,1737,Townhouse,London,Ontario,42.9547705,-81.1692374
1114,2400,River Bend,3,3,1600,Apt/Condo,London,Ontario,42.9717418,-81.3591907
1115,2699,Huron Heights,3,3,1500,House,London,Ontario,43.023061,-81.20474200000002
1117,2600,Hyde Park,3,3,103,House,London,Ontario,42.996768,-81.334008
1118,2500,London,4,3,1650,Townhouse,London,Ontario,42.9849233,-81.2452768
1119,1599,Carling,2,1,600,Apt/Condo,London,Ontario,43.0103318,-81.2326071
1120,2450,Huron Heights,3,3,1500,House,London,Ontario,43.023061,-81.20474200000002
1121,2100,Creditview,1,1,610,Apt/Condo,mississauga,Ontario,43.5918326,-79.7041515
1122,2100,Creditview,1,1,600,Apt/Condo,mississauga,Ontario,43.5918326,-79.7041515
1123,3900,East Credit,4,4,1500,House,mississauga,Ontario,43.5896689,-79.69253140000002
1124,2050,Creditview,1,1,500,Apt/Condo,mississauga,Ontario,43.5918326,-79.7041515
1125,2600,Cooksville,2,2,900,Townhouse,mississauga,Ontario,43.57057879999999,-79.61090490000002
1126,2450,Cooksville,2,2,900,Townhouse,mississauga,Ontario,43.57057879999999,-79.61090490000002
1127,2200,Cooksville,2,1,1500,House,mississauga,Ontario,43.57057879999999,-79.61090490000002
1128,1995,Hurontario,1,1,600,Apt/Condo,mississauga,Ontario,43.6392558,-79.69689340000002
1129,1999,Mississauga City Centre,1,1,635,Apt/Condo,mississauga,Ontario,43.5931073,-79.64225390000001
1131,1864,Mississauga Valleys,1,1,640,Apt/Condo,mississauga,Ontario,43.5985495,-79.62460329999998
