,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
0,"1,549",Selkirk,"V Tour

2 bd
2 ba
1008 sf",2,,1008,"


Townhouse",selkirk,Manitoba
1,"1,649",Selkirk,"V Tour

3 bd
2 ba
1221 sf",3,,1221,"


Townhouse",selkirk,Manitoba
2,"1,578",Selkirk,"3 bd
2 ba
1053 sf",3,2,1053,Apt/Condo,selkirk,Manitoba
3,"1,258",Selkirk,"V Tour

1 bd
1 ba
578 sf",1,,578,"


Apt/Condo",selkirk,Manitoba
4,"1,318",Selkirk,"V Tour

2 bd
2 ba
937 sf",2,,937,"


Apt/Condo",selkirk,Manitoba
5,"1,298",Selkirk,"V Tour

2 bd
1 ba
859 sf",2,,859,"


Apt/Condo",selkirk,Manitoba
