,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
196,"3,200",Northwest Brampton,"5 bd
4 ba
3000 - 3500 sf
40 x 90 ft",5,4,3000,House,Brampton,Ontario
197,"2,799",Westgate,"3 bd
3 ba",3,3,,House,Brampton,Ontario
198,"2,600",Northwest Brampton,"3 + 1 bd
3 ba",3 + 1,3,,Townhouse,Brampton,Ontario
199,"2,550",Brampton West,"3 bd
3 ba",3,3,,House,Brampton,Ontario
200,"1,650",Credit Valley,"2 bd
1 ba
72 x 101 ft",2,1,72,House,Brampton,Ontario
201,"2,900",Northwest Brampton,"4 bd
3 ba
2000 - 2500 sf",4,3,2000,Townhouse,Brampton,Ontario
202,"1,200",Bram East,"1 bd
1 ba",1,1,,Apt/Condo,Brampton,Ontario
203,"1,700",Bram East,"2 bd
1 ba",2,1,,House,Brampton,Ontario
204,"2,500",Brampton North,"3 bd
1 ba
27 x 109 ft",3,1,27,House,Brampton,Ontario
205,"3,300",Vales Of Castlemore,"4 + 1 bd
3 ba
50 x 98 ft",4 + 1,3,50,House,Brampton,Ontario
206,"1,550",Bram East,"1 bd
1 ba",1,1,,House,Brampton,Ontario
207,"3,250",Northwest Brampton,"4 bd
4 ba",4,4,,House,Brampton,Ontario
208,"2,400",Northgate,"3 bd
1 ba",3,1,,House,Brampton,Ontario
209,"2,650",Central Park,"2 bd
2 ba",2,2,,Apt/Condo,Brampton,Ontario
210,"1,900",Madoc,"2 bd
1 ba
29 x 105 ft",2,1,29,House,Brampton,Ontario
211,"1,700",Snelgrove,"2 bd
1 ba",2,1,,House,Brampton,Ontario
212,"2,800",Northwest Brampton,"4 bd
3 ba",4,3,,House,Brampton,Ontario
213,"2,900",Fletcher's West,"4 bd
4 ba
2000 - 2500 sf
38 x 103 ft",4,4,2000,House,Brampton,Ontario
214,"3,100",Northwest Brampton,"4 bd
3 ba",4,3,,Townhouse,Brampton,Ontario
215,"1,500",Bram East,"1 bd
1 ba",1,1,,House,Brampton,Ontario
216,"2,295",Madoc,"3 bd
1 ba",3,1,,House,Brampton,Ontario
217,"2,100",Madoc,"3 bd
1 ba",3,1,,House,Brampton,Ontario
218,"2,800",Bram West,"3 bd
3 ba",3,3,,Townhouse,Brampton,Ontario
219,"1,550",Snelgrove,"2 bd
1 ba",2,1,,House,Brampton,Ontario
220,"2,800",Northwest Brampton,"4 bd
3 ba
1500 - 2000 sf",4,3,1500,Townhouse,Brampton,Ontario
221,"1,800",Northwest Brampton,"2 bd
1 ba",2,1,,House,Brampton,Ontario
222,"2,399",Madoc,"3 bd
1 ba
29 x 130 ft",3,1,29,House,Brampton,Ontario
223,"1,399",Madoc,"2 bd
1 ba
29 x 130 ft",2,1,29,House,Brampton,Ontario
224,"2,000",Credit Valley,"3 bd
2 ba",3,2,,House,Brampton,Ontario
225,"2,500",Northwest Brampton,"V Tour

2 + 1 bd
3 ba",2 + 1,,,"


Townhouse",Brampton,Ontario
226,"2,799",Bram West,"4 bd
4 ba",4,4,,House,Brampton,Ontario
227,"2,599",Queen Street Corridor,"3 bd
2 ba
1000 - 1199 sf",3,2,1000,Apt/Condo,Brampton,Ontario
228,"1,590",Heart Lake West,"2 bd
1 ba",2,1,,House,Brampton,Ontario
229,"3,000",Northwest Brampton,"4 bd
3 ba",4,3,,House,Brampton,Ontario
230,"2,599",Bram East,"4 bd
3 ba
30 x 88 ft",4,3,30,House,Brampton,Ontario
231,"3,100",Central Park,"4 bd
3 ba",4,3,,House,Brampton,Ontario
232,"2,200",Toronto Gore Rural Estate,"3 bd
2 ba",3,2,,House,Brampton,Ontario
233,"1,550",Credit Valley,"2 bd
1 ba",2,1,,House,Brampton,Ontario
234,"3,150",Sandringham Wellington,"V Tour

3 bd
3 ba
1600 - 1799 sf",3,,1600,"


Townhouse",Brampton,Ontario
235,"1,800",Northwest Brampton,"2 bd
2 ba",2,2,,House,Brampton,Ontario
236,"1,550",Brampton North,"1 bd
1 ba
< 700 sf",1,1,<,Apt/Condo,Brampton,Ontario
237,"2,400",Downtown Brampton,"2 bd
2 ba
900 - 999 sf",2,2,900,Apt/Condo,Brampton,Ontario
238,"1,800",Sandringham Wellington,"2 bd
1 ba",2,1,,House,Brampton,Ontario
239,"1,900",Brampton North,"V Tour

2 bd
2 ba",2,,,"


House",Brampton,Ontario
240,"1,650",Vales Of Castlemore,"2 bd
1 ba",2,1,,House,Brampton,Ontario
241,"3,400",Northgate,"4 bd
3 ba",4,3,,House,Brampton,Ontario
242,"1,650",Credit Valley,"2 bd
1 ba",2,1,,Apt/Condo,Brampton,Ontario
243,"2,600",Northwest Brampton,"4 bd
3 ba
1500 - 2000 sf",4,3,1500,Townhouse,Brampton,Ontario
244,"1,600",Southgate,"2 bd
1 ba",2,1,,House,Brampton,Ontario
245,"1,800",Sandringham Wellington,"2 bd
1 ba",2,1,,House,Brampton,Ontario
246,"2,699",Northwest Brampton,"3 bd
3 ba
1500 - 2000 sf",3,3,1500,Townhouse,Brampton,Ontario
247,"2,300",Madoc,"3 bd
1 ba",3,1,,House,Brampton,Ontario
248,"1,700",Fletcher's Meadow,"2 bd
1 ba",2,1,,House,Brampton,Ontario
249,"1,700",Bram East,"2 bd
1 ba",2,1,,Apt/Condo,Brampton,Ontario
250,"2,600",Heart Lake West,"3 bd
3 ba
32 x 100 ft",3,3,32,House,Brampton,Ontario
251,"2,950",Bram West,"4 bd
4 ba",4,4,,Townhouse,Brampton,Ontario
252,"1,400",Brampton West,"2 bd
1 ba
36 x 101 ft",2,1,36,House,Brampton,Ontario
253,"2,000",Credit Valley,"2 bd
1 ba",2,1,,House,Brampton,Ontario
254,"1,600",Bram East,"2 bd
1 ba",2,1,,House,Brampton,Ontario
255,"2,550",Fletcher's Meadow,"3 bd
3 ba
1500 - 2000 sf
26 x 85 ft",3,3,1500,House,Brampton,Ontario
256,"1,600",Sandringham Wellington,"2 bd
1 ba",2,1,,House,Brampton,Ontario
257,"1,800",Brampton North,"V Tour

2 bd
1 ba
700 - 1100 sf",2,,700,"


Apt/Condo",Brampton,Ontario
258,"1,000",Fletcher's Meadow,"0 bd
1 ba",0,1,,House,Brampton,Ontario
259,"1,650",Fletcher's Meadow,"2 bd
1 ba
1100 - 1500 sf",2,1,1100,Apt/Condo,Brampton,Ontario
260,"5,000",Toronto Gore Rural Estate,"5 bd
4 ba",5,4,,House,Brampton,Ontario
261,"1,500",Bram East,"2 bd
1 ba
40 x 106 ft",2,1,40,House,Brampton,Ontario
262,"1,650",Sandringham Wellington,"2 bd
1 ba
700 - 1100 sf",2,1,700,House,Brampton,Ontario
263,"1,750",Heart Lake West,"3 bd
2 ba
2500 - 3000 sf
41 x 117 ft",3,2,2500,House,Brampton,Ontario
264,"1,500",Bram West,"1 bd
1 ba",1,1,,House,Brampton,Ontario
265,"1,700",Fletcher's Meadow,"V Tour

2 bd
1 ba
1100 - 1500 sf",2,,1100,"


Apt/Condo",Brampton,Ontario
266,"1,925",Toronto Gore Rural Estate,"3 bd
2 ba",3,2,,House,Brampton,Ontario
267,"2,900",Gore Industrial North,"4 bd
3 ba
2000 - 2500 sf",4,3,2000,House,Brampton,Ontario
