,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
0,"1,645",St Adolphe,"V Tour

3 bd
2 ba
1221 sf",3,,1221,"


Townhouse",Adolphe,Manitoba
1,"1,275",St Adolphe,"V Tour

2 bd
1 ba
876 sf",2,,876,"


Apt/Condo",Adolphe,Manitoba
2,"1,285",St Adolphe,"V Tour

2 bd
1 ba
938 sf",2,,938,"


Apt/Condo",Adolphe,Manitoba
3,"1,395",St Adolphe,"V Tour

2 bd
2 ba
1009 sf",2,,1009,"


Apt/Condo",Adolphe,Manitoba
4,"1,275",St Adolphe,"V Tour

2 bd
1 ba
876 sf",2,,876,"


Apt/Condo",Adolphe,Manitoba
5,"1,395",St Adolphe,"V Tour

2 bd
2 ba
975 sf",2,,975,"


Apt/Condo",Adolphe,Manitoba
6,"1,145",St Adolphe,"V Tour

1 bd
1 ba
779 sf",1,,779,"


Apt/Condo",Adolphe,Manitoba
