,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
0,"1,825",West St Paul,"V Tour

3 bd
2 ba
1221 sf",3,,1221,"


Townhouse",West_st_paul,Manitoba
1,"1,399",West St Paul,"V Tour

3 bd
1 ba
1009 sf",3,,1009,"


Apt/Condo",West_st_paul,Manitoba
2,"1,825",West St Paul,"V Tour

3 bd
2 ba
1221 sf",3,,1221,"


Townhouse",West_st_paul,Manitoba
3,"1,399",West St Paul,"V Tour

3 bd
1 ba
975 sf",3,,975,"


Townhouse",West_st_paul,Manitoba
4,"1,423",West St Paul,"V Tour

3 bd
1 ba
975 sf",3,,975,"


Apt/Condo",West_st_paul,Manitoba
5,"1,395",West St Paul,"V Tour

2 bd
1 ba
876 sf",2,,876,"


Apt/Condo",West_st_paul,Manitoba
6,"1,323",West St Paul,"V Tour

2 bd
1 ba
876 sf",2,,876,"


Apt/Condo",West_st_paul,Manitoba
